0,3.01,93792.20,0.86,0.12,34.09,646.93,33.00
1686664292,3.09,93789.37,0.89,0.12,34.09,647.18,33.00
1686664296,3.09,93789.55,0.00,0.12,34.09,647.16,33.00
1686664298,3.09,93788.38,0.83,0.12,34.13,647.26,33.00
1686664305,3.03,93793.25,0.85,0.12,34.14,646.83,32.00
1686664310,3.07,93789.95,0.90,0.12,34.14,647.13,32.00
1686664313,2.99,93789.28,0.90,0.12,34.14,647.19,33.00
1686664315,3.02,93789.16,0.83,0.12,34.14,647.26,33.00
1686664323,3.02,93786.09,0.84,0.12,34.16,647.47,33.00
1686664404,3.10,93795.47,0.88,0.25,34.16,646.64,33.00
1686664406,3.03,93792.88,0.89,0.24,34.14,646.87,33.00
1686664410,3.06,93792.90,0.87,0.24,34.15,646.87,33.00
1686664414,3.01,93788.84,0.84,0.24,34.15,647.22,33.00
1686664417,3.08,93789.84,0.88,0.25,34.15,647.14,33.00
1686664422,3.09,93791.86,0.88,0.25,34.14,646.96,33.00
1686664427,3.06,93793.73,0.85,0.24,34.15,646.79,32.00
1686664434,3.07,93790.49,0.85,0.25,34.14,647.08,32.00
1686664441,3.07,93794.78,0.00,0.25,34.16,646.70,32.00
1686664444,3.07,93792.21,0.88,0.25,34.15,646.93,32.00
1686664448,3.08,93796.35,0.89,0.25,34.16,646.56,33.00
1686664451,3.08,93797.88,0.88,0.25,34.16,646.42,33.00
1686664461,3.11,93791.58,1.04,0.25,34.16,646.98,34.00
1686664465,3.02,93794.95,0.87,0.24,34.16,646.68,32.00
1686664468,3.06,93793.30,0.91,0.24,34.16,646.83,32.00
1686664476,3.12,93800.27,0.92,0.25,34.17,646.21,32.00
1686664478,3.02,93796.86,0.86,0.24,34.16,646.51,32.00
1686664484,3.07,93798.17,0.87,0.25,34.16,646.40,32.00
1686664488,3.08,93797.63,0.87,0.25,34.15,646.44,32.00
1686664492,3.08,93797.53,0.87,0.25,34.16,646.45,32.00
1686664500,3.07,93797.22,0.88,0.25,34.17,646.48,33.00
1686664503,3.10,93796.52,0.87,0.25,34.16,646.54,32.00
1686664507,3.07,93798.91,0.89,0.25,34.17,646.33,32.00
1686664515,3.07,93796.20,0.90,0.25,34.17,646.57,32.00
1686664520,3.06,93798.22,0.87,0.24,34.16,646.39,32.00
1686664523,3.07,93798.17,0.89,0.25,34.16,646.40,32.00
1686664530,3.06,93797.22,0.89,0.24,34.17,646.48,32.00
1686664532,3.08,93798.08,0.89,0.25,34.17,646.41,32.00
1686664535,3.08,93797.55,0.91,0.25,34.16,646.45,33.00
1686664539,3.06,93800.60,0.88,0.24,34.17,646.18,32.00
1686664545,3.08,93797.22,0.89,0.25,34.17,646.48,32.00
1686664552,3.07,93800.58,0.89,0.25,34.16,646.18,33.00
1686664558,3.04,93800.94,0.89,0.24,34.17,646.15,32.00
1686664561,3.02,93801.70,0.85,0.24,34.16,646.08,32.00
1686664564,3.01,93802.30,0.89,0.24,34.17,646.03,33.00
1686664567,3.06,93797.08,0.88,0.24,34.17,646.49,33.00
1686664568,3.05,93801.32,0.81,0.24,34.17,646.12,33.00
1686664574,3.21,93800.34,0.90,0.26,34.16,646.21,33.00
1686664578,3.07,93799.86,0.92,0.25,34.16,646.25,32.00
1686664587,2.81,93800.67,0.00,0.22,34.15,646.18,32.00
1686664590,3.08,93801.20,0.88,0.25,34.16,646.13,32.00
1686664597,3.07,93801.94,0.92,0.25,34.16,646.06,32.00
1686664604,3.04,93801.69,0.92,0.24,34.15,646.09,32.00
1686664611,3.07,93801.67,0.89,0.25,34.15,646.09,33.00
1686664614,3.09,93802.27,0.87,0.25,34.16,646.03,32.00
1686664617,3.04,93805.44,0.85,0.24,34.16,645.75,33.00
1686664621,3.00,93802.05,0.89,0.24,34.16,646.05,32.00
1686664631,3.06,93799.52,0.87,0.24,34.16,646.28,32.00
1686664634,3.08,93806.02,0.90,0.25,34.17,645.70,32.00
1686664636,2.85,93805.48,0.82,0.23,34.16,645.74,32.00
1686664638,3.07,93805.20,0.89,0.25,34.17,645.77,33.00
1686664642,3.07,93801.11,0.88,0.25,34.17,646.14,32.00
1686664648,3.09,93802.70,0.92,0.25,34.15,646.00,32.00
1686664652,3.06,93803.06,0.88,0.24,34.16,645.96,32.00
1686664655,3.14,93803.74,0.89,0.25,34.16,645.90,32.00
1686664663,3.07,93803.20,0.91,0.25,34.15,645.95,32.00
1686664667,3.07,93803.73,0.90,0.25,34.16,645.90,32.00
1686664672,3.07,93802.72,0.91,0.25,34.16,645.99,32.00
1686664674,3.00,93804.55,0.80,0.24,34.15,645.83,32.00
1686664678,3.04,93800.88,0.89,0.24,34.16,646.16,32.00
1686664680,3.21,93803.81,0.83,0.26,34.17,645.90,32.00
1686664683,2.96,93805.98,0.90,0.24,34.16,645.71,32.00
1686664687,3.09,93805.14,0.92,0.25,34.16,645.78,32.00
1686664693,3.05,93805.50,0.85,0.24,34.17,645.75,33.00
1686664697,3.04,93803.41,0.86,0.24,34.16,645.93,32.00
1686664702,3.07,93805.74,0.89,0.25,34.15,645.73,32.00
1686664704,3.07,93808.14,0.90,0.25,34.16,645.51,32.00
1686664709,3.06,93807.86,0.89,0.24,34.16,645.54,33.00
1686664714,3.11,93805.44,0.89,0.25,34.16,645.75,33.00
1686664716,3.02,93805.09,0.83,0.24,34.16,645.78,33.00
1686664720,3.12,93806.11,0.89,0.25,34.16,645.69,32.00
1686664730,3.08,93807.01,0.87,0.25,34.16,645.61,32.00
1686664734,3.06,93804.91,0.89,0.24,34.16,645.80,32.00
1686664738,3.07,93805.44,0.89,0.25,34.16,645.75,32.00
1686664746,3.07,93805.14,0.91,0.25,34.16,645.78,32.00
1686664751,3.07,93804.46,0.87,0.25,34.16,645.84,32.00
1686664754,2.93,93804.67,1.02,0.23,34.17,645.82,32.00
1686664759,2.87,93804.66,0.90,0.23,34.17,645.82,32.00
1686664764,3.17,93806.34,0.89,0.25,34.17,645.67,32.00
1686664769,3.07,93805.36,0.92,0.25,34.17,645.76,32.00
1686664772,3.08,93806.53,0.90,0.25,34.17,645.66,32.00
1686664773,3.01,93805.86,0.81,0.24,34.17,645.72,32.00
1686664777,3.07,93810.60,0.90,0.25,34.17,645.30,32.00
1686664783,3.07,93810.25,0.89,0.25,34.17,645.33,32.00
1686664790,3.07,93808.73,0.91,0.25,34.17,645.46,32.00
1686664794,3.07,93805.70,0.92,0.25,34.17,645.73,32.00
1686664800,3.11,93806.69,0.94,0.25,34.17,645.64,32.00
1686664811,3.07,93808.38,0.89,0.25,34.17,645.42,32.00
1686664815,3.02,93808.41,0.81,0.24,34.17,645.49,32.00
1686664816,3.01,93808.55,0.84,0.24,34.17,645.48,32.00
1686664821,3.07,93809.04,0.91,0.25,34.16,645.43,32.00
1686664826,3.06,93809.72,0.83,0.24,34.16,645.37,32.00
1686664831,3.07,93808.18,0.86,0.25,34.16,645.51,32.00
1686664834,3.08,93805.81,0.89,0.25,34.16,645.72,32.00
1686664838,3.07,93810.09,0.81,0.25,34.18,645.34,32.00
1686664842,2.99,93811.30,0.86,0.24,34.17,645.23,32.00
1686664843,2.97,93809.27,0.82,0.24,34.17,645.41,32.00
1686664849,3.02,93811.11,0.85,0.24,34.17,645.58,32.00
1686664852,3.09,93806.73,0.89,0.25,34.17,645.64,32.00
1686664861,2.88,93808.58,0.90,0.23,34.17,645.48,32.00
1686664865,3.06,93808.59,0.88,0.24,34.17,645.47,32.00
1686664870,3.07,93808.08,0.90,0.25,34.17,645.52,32.00
1686664873,3.07,93810.42,0.89,0.25,34.17,645.31,32.00
1686664881,3.16,93807.70,0.89,0.25,34.17,645.55,32.00
1686664887,3.06,93808.89,0.92,0.24,34.17,645.45,32.00
1686664895,3.12,93807.67,0.92,0.25,34.16,645.56,32.00
1686664897,3.02,93808.01,0.83,0.24,34.16,645.53,32.00
1686664902,3.04,93809.91,0.91,0.24,34.17,645.36,32.00
1686664908,3.10,93809.70,0.90,0.25,34.16,645.37,32.00
1686664911,3.03,93810.55,0.92,0.24,34.16,645.30,32.00
1686664914,3.18,93810.66,0.88,0.25,34.16,645.29,32.00
1686664921,3.09,93809.33,0.92,0.25,34.16,645.41,32.00
1686664924,3.07,93812.19,0.92,0.25,34.16,645.15,32.00
1686664927,3.09,93812.00,0.95,0.25,34.15,645.17,32.00
1686664932,3.02,93809.80,0.89,0.24,34.15,645.37,32.00
1686664935,3.09,93811.81,0.89,0.25,34.15,645.19,32.00
1686664940,3.09,93810.48,0.92,0.25,34.15,645.31,32.00
1686664945,3.08,93810.83,1.08,0.25,34.16,645.28,32.00
1686664946,3.06,93810.97,0.82,0.24,34.15,645.26,32.00
1686664952,3.11,93811.83,0.89,0.25,34.15,645.19,33.00
1686664956,3.10,93811.67,0.91,0.25,34.16,645.20,32.00
1686664966,3.09,93814.05,0.91,0.25,34.16,644.99,32.00
1686664970,3.09,93813.35,0.92,0.25,34.15,645.05,32.00
1686664976,3.09,93808.97,0.90,0.25,34.16,645.44,32.00
1686664979,3.09,93812.35,0.89,0.25,34.16,645.14,32.00
1686664982,3.09,93813.88,0.99,0.25,34.16,645.01,32.00
1686664988,3.19,93815.91,0.92,0.26,34.16,644.83,32.00
1686664996,2.89,93813.55,0.89,0.23,34.16,645.03,32.00
1686664999,3.17,93815.20,0.92,0.25,34.15,644.81,32.00
1686665008,3.09,93814.45,0.89,0.25,34.16,644.95,32.00
1686665016,3.06,93818.48,0.84,0.24,34.16,644.60,32.00
1686665019,3.08,93815.88,0.86,0.25,34.15,645.17,32.00
1686665022,3.09,93815.52,0.91,0.25,34.14,644.86,32.00
1686665025,3.09,93811.66,0.88,0.25,34.15,645.20,32.00
1686665030,3.08,93815.38,0.89,0.25,34.15,644.87,32.00
1686665037,3.18,93811.39,0.86,0.25,34.16,645.23,32.00
1686665041,3.09,93811.86,0.89,0.25,34.16,645.18,32.00
1686665045,3.08,93814.94,0.88,0.25,34.16,644.91,32.00
1686665051,3.10,93811.60,0.82,0.25,34.17,645.21,32.00
1686665057,2.93,93813.48,0.92,0.23,34.17,645.04,32.00
1686665058,3.02,93813.13,0.86,0.24,34.17,645.07,32.00
1686665062,3.09,93816.16,0.92,0.25,34.17,644.80,32.00
1686665065,3.09,93816.84,0.90,0.25,34.17,644.74,33.00
1686665072,3.08,93816.67,0.00,0.25,34.17,644.76,33.00
1686665076,3.08,93815.81,0.87,0.25,34.17,644.83,32.00
1686665082,3.04,93817.02,0.98,0.24,34.17,644.73,33.00
1686665086,3.04,93813.42,0.85,0.24,34.16,645.05,33.00
1686665092,3.02,93818.06,0.90,0.24,34.15,644.63,33.00
1686665104,3.09,93816.56,0.92,0.25,34.15,644.77,32.00
1686665105,3.02,93814.21,0.81,0.24,34.16,644.98,32.00
1686665110,3.07,93816.72,0.87,0.25,34.15,644.75,32.00
1686665115,3.08,93817.39,0.00,0.25,34.15,644.69,32.00
1686665116,3.06,93813.86,0.82,0.24,34.15,645.01,32.00
1686665120,3.13,93815.66,0.92,0.25,34.14,644.85,32.00
1686665126,3.15,93816.98,0.98,0.25,34.13,644.73,32.00
1686665129,3.21,93816.95,1.07,0.26,34.13,644.73,32.00
1686665134,3.19,93815.58,0.98,0.26,34.13,644.85,32.00
1686665137,3.09,93817.33,0.97,0.25,34.13,644.70,32.00
1686665140,3.17,93817.34,0.98,0.25,34.14,644.70,32.00
1686665152,3.15,93820.55,0.93,0.25,34.14,644.41,32.00
1686665156,3.16,93821.67,0.96,0.25,34.13,644.31,32.00
1686665162,3.16,93822.61,0.97,0.25,34.14,644.23,32.00
1686665175,3.03,93818.67,0.94,0.24,34.13,644.58,32.00
1686665180,3.11,93818.35,0.88,0.25,34.14,644.61,32.00
1686665185,3.15,93822.73,1.03,0.25,34.13,644.22,32.00
1686665190,3.09,93820.30,0.96,0.25,34.12,644.44,32.00
1686665200,3.02,93821.48,0.00,0.24,34.12,644.33,32.00
1686665208,3.12,93817.92,0.99,0.25,34.12,644.65,32.00
1686665212,3.21,93818.94,0.89,0.26,34.13,644.56,32.00
1686665216,3.10,93818.67,0.91,0.25,34.13,644.60,32.00
1686665221,3.09,93820.32,0.90,0.25,34.13,644.43,32.00
1686665224,3.07,93817.28,0.87,0.25,34.13,644.70,32.00
1686665227,3.13,93821.49,0.95,0.25,34.12,644.33,32.00
1686665228,3.04,93819.95,0.82,0.24,34.12,644.47,32.00
1686665231,3.15,93817.07,0.89,0.25,34.12,644.72,32.00
1686665236,3.14,93822.30,0.90,0.25,34.12,644.26,32.00
1686665240,3.09,93817.70,0.92,0.25,34.11,644.67,32.00
1686665242,3.09,93822.11,0.82,0.25,34.11,644.28,32.00
1686665243,3.09,93820.91,0.84,0.25,34.11,644.38,32.00
1686665245,3.07,93822.61,0.84,0.25,34.11,644.23,32.00
1686665246,3.09,93819.04,0.87,0.25,34.11,644.55,32.00
1686665247,3.09,93819.89,0.82,0.25,34.11,644.47,32.00
1686665249,3.10,93822.45,0.88,0.25,34.11,644.25,32.00
1686665254,3.11,93820.49,0.89,0.25,34.10,644.42,32.00
1686665255,3.04,93819.31,0.81,0.24,34.10,644.52,32.00
1686665256,3.08,93821.38,0.89,0.25,34.10,644.34,32.00
1686665258,3.20,93820.21,0.85,0.26,34.10,644.44,32.00
1686665259,3.08,93819.48,0.89,0.25,34.10,644.51,32.00
1686665260,3.03,93821.17,0.82,0.24,34.10,644.36,32.00
1686665263,3.09,93820.66,0.86,0.25,34.09,644.40,32.00
1686665265,3.02,93819.49,0.84,0.24,34.10,644.51,32.00
1686665269,3.08,93819.31,0.90,0.25,34.10,644.52,32.00
1686665272,3.13,93817.25,0.97,0.25,34.09,644.71,32.00
1686665276,3.09,93821.25,0.85,0.25,34.08,644.35,32.00
1686665277,3.05,93820.25,0.81,0.24,34.08,644.44,32.00
1686665280,3.09,93817.02,0.88,0.25,34.08,644.73,32.00
1686665281,2.94,93820.58,0.88,0.23,34.08,644.41,32.00
1686665282,3.06,93816.66,0.89,0.24,34.07,644.76,32.00
1686665284,3.04,93820.23,0.00,0.24,34.08,644.44,32.00
1686665287,2.93,93819.92,0.88,0.23,34.08,644.47,32.00
1686665289,3.04,93821.13,0.84,0.24,34.09,644.36,32.00
1686665291,3.11,93821.63,0.00,0.25,34.09,644.32,32.00
1686665292,3.08,93820.14,0.89,0.25,34.09,644.45,32.00
1686665293,3.05,93820.45,0.00,0.24,34.09,644.42,32.00
1686665298,3.10,93820.30,0.89,0.25,34.09,644.44,32.00
1686665299,3.04,93820.63,0.87,0.24,34.09,644.41,32.00
1686665301,3.12,93821.13,0.87,0.25,34.09,644.36,32.00
1686665304,3.07,93817.09,0.92,0.25,34.09,644.72,32.00
1686665305,3.02,93817.25,0.00,0.24,34.09,644.71,32.00
1686665308,3.11,93820.63,0.89,0.25,34.09,644.41,32.00
